trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,hour,peak_hour,delay_minutes,passenger_count,occupancy_rate,route_id,temperature,humidity,wind_speed
4104-S-DOWN-98035,1900-01-01 17:46:30,1900-01-01 17:46:45,e287e08c779c787be10c3974b2a13db3,3,"{'fareStageNumber': '3', 'isStageStop': true}",17.0,1,0,68,1.1333333333333333,4104,35.66,52,2.24
4012-O-UP-16941,1900-01-01 11:47:15,1900-01-01 11:47:30,TCqyxHhF,22,"{'fareStageNumber': '8', 'isStageStop': true}",11.0,0,5,78,1.3,4012,35.66,52,2.24
3791-S-UP-37853,1900-01-01 20:52:15,1900-01-01 20:52:30,b8a866fb9c9d8cac006bbdd3408ca2b3,2,1,20.0,1,10,44,0.7333333333333333,3791,35.66,52,2.24
4104-Z-DOWN-52564,1900-01-01 13:41:15,1900-01-01 13:41:30,szgsvNJG,6,4,13.0,0,15,52,0.8666666666666667,4104,35.66,52,2.24
2951-O-DOWN-43318,1900-01-01 10:28:45,1900-01-01 10:29:00,EQSFTfWT,16,4,10.0,1,6,79,1.3166666666666669,2951,35.66,52,2.24
965-S-UP-7065,1900-01-01 11:39:00,1900-01-01 11:39:15,fbbca115761a230c7a7858c48a09e6c0,5,2,11.0,0,5,50,0.8333333333333334,965,35.66,52,2.24
2171-O-DOWN-109126,1900-01-01 17:13:30,1900-01-01 17:13:45,IfTbUocE,7,3,17.0,1,14,66,1.1,2171,35.66,52,2.24
45-S-UP-101105,1900-01-01 13:48:45,1900-01-01 13:49:00,tTjpyeuP,36,14,13.0,0,18,31,0.5166666666666667,45,35.66,52,2.24
276-S-DOWN-97317,1900-01-01 14:18:45,1900-01-01 14:19:00,qSowWcvN,16,6,14.0,0,0,30,0.5,276,35.66,52,2.24
4899-OS-UP-81858,1900-01-01 19:38:00,1900-01-01 19:38:15,f67bd8533b6d833593614eedcff1df54,9,3,19.0,1,15,57,0.95,4899,35.66,52,2.24
2048-S-UP-28809,1900-01-01 08:53:45,1900-01-01 08:54:00,VgUdLlOW,36,15,8.0,1,10,55,0.9166666666666666,2048,35.66,52,2.24
3613-O-DOWN-119164,1900-01-01 11:07:00,1900-01-01 11:07:15,aCcokpIU,5,"{'fareStageNumber': '3', 'isStageStop': true}",11.0,0,2,77,1.2833333333333334,3613,35.66,52,2.24
3056-O-DOWN-131918,1900-01-01 13:29:00,1900-01-01 13:29:15,AjXddPle,25,7,13.0,0,1,33,0.55,3056,35.66,52,2.24
3656-S-UP-32516,1900-01-01 14:12:15,1900-01-01 14:12:30,697,2,"{'fareStageNumber': '2', 'isStageStop': true}",14.0,0,15,41,0.6833333333333333,3656,35.66,52,2.24
3065-O-DOWN-69344,1900-01-01 15:14:00,1900-01-01 15:14:15,048b31d7,13,7,15.0,0,13,24,0.4,3065,35.66,52,2.24
211-O-UP-94446,1900-01-01 15:29:15,1900-01-01 15:29:30,JYcdyiOK,14,5,15.0,0,8,27,0.45,211,35.66,52,2.24
474-O-DOWN-4506,1900-01-01 14:31:45,1900-01-01 14:32:00,a5d9cb48d35f2e7959750e192151690a,24,8,14.0,0,14,50,0.8333333333333334,474,35.66,52,2.24
46-S-DOWN-104857,1900-01-01 11:59:15,1900-01-01 11:59:30,taEXnGBL,54,21,11.0,0,8,72,1.2,46,35.66,52,2.24
2857-S-DOWN-119640,1900-01-01 10:12:45,1900-01-01 10:13:00,RfzcmazU,28,9,10.0,1,2,29,0.4833333333333333,2857,35.66,52,2.24
254-O-DOWN-50383,1900-01-01 16:52:45,1900-01-01 16:53:00,wegNXhqe,20,"{'fareStageNumber': '6', 'isStageStop': true}",16.0,0,3,52,0.8666666666666667,254,35.66,52,2.24
1901-S-DOWN-13539,1900-01-01 17:14:15,1900-01-01 17:14:30,523,14,"{'fareStageNumber': '14', 'isStageStop': true}",17.0,1,17,10,0.1666666666666666,1901,35.66,52,2.24
96-O-DOWN-44016,1900-01-01 15:42:45,1900-01-01 15:43:00,YvLYpMPH,20,6,15.0,0,3,40,0.6666666666666666,96,35.66,52,2.24
3506-X-DOWN-42840,1900-01-01 10:14:15,1900-01-01 10:14:30,tWKcfmbS,34,10,10.0,1,19,77,1.2833333333333334,3506,35.66,52,2.24
3063-O-DOWN-38756,1900-01-01 16:15:00,1900-01-01 16:15:15,JScPHHNr,21,9,16.0,0,4,21,0.35,3063,35.66,52,2.24
2335-O-UP-87736,1900-01-01 08:22:45,1900-01-01 08:23:00,wytfkJEy,20,7,8.0,1,14,68,1.1333333333333333,2335,35.66,52,2.24
5143-S-DOWN-72932,1900-01-01 00:02:15,1900-01-01 00:02:30,1866,2,"{'fareStageNumber': '2', 'isStageStop': true}",0.0,0,10,36,0.6,5143,35.66,52,2.24
4947-X-DOWN-62749,1900-01-01 13:18:45,1900-01-01 13:18:45,FwybjYQK,36,"{'fareStageNumber': '15', 'isStageStop': true}",13.0,0,10,37,0.6166666666666667,4947,35.66,52,2.24
1939-S-UP-110391,1900-01-01 17:24:45,1900-01-01 17:25:00,funWfCdm,52,18,17.0,1,7,38,0.6333333333333333,1939,35.66,52,2.24
3487-O-UP-42174,1900-01-01 10:42:30,1900-01-01 10:42:45,Oslgxmkx,11,"{'fareStageNumber': '5', 'isStageStop': true}",10.0,1,6,63,1.05,3487,35.66,52,2.24
5134-S-UP-70556,1900-01-01 00:18:00,1900-01-01 00:18:15,1852,9,"{'fareStageNumber': '9', 'isStageStop': true}",0.0,0,1,26,0.4333333333333333,5134,35.66,52,2.24
4619-X-DOWN-18292,1900-01-01 18:00:15,1900-01-01 18:00:30,BYVXItej,10,"{'fareStageNumber': '4', 'isStageStop': true}",18.0,1,10,28,0.4666666666666667,4619,35.66,52,2.24
1678-S-DOWN-60099,1900-01-01 05:12:15,1900-01-01 05:12:30,175,2,"{'fareStageNumber': '2', 'isStageStop': true}",5.0,0,13,72,1.2,1678,35.66,52,2.24
3208-S-DOWN-81066,1900-01-01 15:10:30,1900-01-01 15:10:45,GnsXgGJX,39,13,15.0,0,18,68,1.1333333333333333,3208,35.66,52,2.24
2395-O-UP-41577,1900-01-01 12:17:00,1900-01-01 12:17:15,FZYojuVE,33,9,12.0,0,7,23,0.3833333333333333,2395,35.66,52,2.24
2249-O-UP-99071,1900-01-01 08:51:00,1900-01-01 08:51:15,MwLdaJul,17,"{'fareStageNumber': '8', 'isStageStop': true}",8.0,1,18,54,0.9,2249,35.66,52,2.24
46-Z-DOWN-132189,1900-01-01 10:27:30,1900-01-01 10:27:45,BaKUDeNn,51,"{'fareStageNumber': '21', 'isStageStop': true}",10.0,1,6,36,0.6,46,35.66,52,2.24
4071-X-DOWN-45472,1900-01-01 14:01:45,1900-01-01 14:02:00,ntDOQspU,28,"{'fareStageNumber': '14', 'isStageStop': true}",14.0,0,10,14,0.2333333333333333,4071,35.66,52,2.24
3207-S-UP-37232,1900-01-01 07:45:00,1900-01-01 07:45:15,UUCrlfWg,21,8,7.0,1,2,65,1.0833333333333333,3207,35.66,52,2.24
2170-S-UP-19514,1900-01-01 15:03:30,1900-01-01 15:03:45,4945f7cc1dda4cabed6dca12f7811990,7,"{'fareStageNumber': '3', 'isStageStop': true}",15.0,0,6,42,0.7,2170,35.66,52,2.24
3201-O-DOWN-23084,1900-01-01 06:24:30,1900-01-01 06:24:45,32,3,"{'fareStageNumber': '3', 'isStageStop': true}",6.0,0,4,41,0.6833333333333333,3201,35.66,52,2.24
3446-O-UP-39049,1900-01-01 14:48:00,1900-01-01 14:48:00,939,9,"{'fareStageNumber': '9', 'isStageStop': true}",14.0,0,8,49,0.8166666666666667,3446,35.66,52,2.24
5142-S-UP-71553,1900-01-01 00:42:45,1900-01-01 00:43:00,1861,20,"{'fareStageNumber': '20', 'isStageStop': true}",0.0,0,5,60,1.0,5142,35.66,52,2.24
506-O-UP-14014,1900-01-01 17:37:00,1900-01-01 17:37:00,309,13,"{'fareStageNumber': '13', 'isStageStop': true}",17.0,1,7,13,0.2166666666666666,506,35.66,52,2.24
87-O-UP-75318,1900-01-01 09:51:30,1900-01-01 09:51:45,mqlWPdpA,23,10,9.0,1,13,54,0.9,87,35.66,52,2.24
3243-S-UP-66015,1900-01-01 00:47:15,1900-01-01 00:47:15,eYRPTRrW,22,"{'fareStageNumber': '12', 'isStageStop': true}",0.0,0,2,52,0.8666666666666667,3243,35.66,52,2.24
1543-S-UP-77438,1900-01-01 11:08:30,1900-01-01 11:08:45,WtPVEKaC,15,5,11.0,0,10,28,0.4666666666666667,1543,35.66,52,2.24
598-S-UP-91162,1900-01-01 00:50:00,1900-01-01 00:50:15,QhiYKyAt,21,"{'fareStageNumber': '13', 'isStageStop': true}",0.0,0,15,51,0.85,598,35.66,52,2.24
3971-O-UP-23405,1900-01-01 15:20:45,1900-01-01 15:21:00,yYFXObAF,28,11,15.0,0,18,49,0.8166666666666667,3971,35.66,52,2.24
232-S-DOWN-82895,1900-01-01 18:15:15,1900-01-01 18:15:30,620c4f238bb2bba02dbf78a30ab82a91,10,5,18.0,1,17,52,0.8666666666666667,232,35.66,52,2.24
258-O-UP-64365,1900-01-01 18:44:30,1900-01-01 18:44:45,IubGYoNi,3,2,18.0,1,14,25,0.4166666666666667,258,35.66,52,2.24
2769-O-DOWN-85036,1900-01-01 07:11:15,1900-01-01 07:11:30,SqxhBMol,26,"{'fareStageNumber': '10', 'isStageStop': true}",7.0,1,14,72,1.2,2769,35.66,52,2.24
5139-S-UP-72143,1900-01-01 00:11:15,1900-01-01 00:11:30,1843,6,"{'fareStageNumber': '6', 'isStageStop': true}",0.0,0,4,31,0.5166666666666667,5139,35.66,52,2.24
912-S-DOWN-7096,1900-01-01 16:21:30,1900-01-01 16:21:45,psXocZQH,15,6,16.0,0,17,55,0.9166666666666666,912,35.66,52,2.24
2510-SE-DOWN-127504,1900-01-01 10:49:30,1900-01-01 10:49:45,OpgRCgWV,23,12,10.0,1,10,10,0.1666666666666666,2510,35.66,52,2.24
5798-Z-DOWN-127097,1900-01-01 15:18:00,1900-01-01 15:18:15,194,9,"{'fareStageNumber': '9', 'isStageStop': true}",15.0,0,16,47,0.7833333333333333,5798,35.66,52,2.24
3923-O-UP-98954,1900-01-01 16:50:45,1900-01-01 16:51:00,xMTUUeEc,8,2,16.0,0,3,38,0.6333333333333333,3923,35.66,52,2.24
4510-X-UP-82267,1900-01-01 19:10:00,1900-01-01 19:10:15,206,1,"{'fareStageNumber': '1', 'isStageStop': true}",19.0,1,5,11,0.1833333333333333,4510,35.66,52,2.24
573-S-UP-97673,1900-01-01 17:53:00,1900-01-01 17:53:15,KjuJaNsu,9,4,17.0,1,13,30,0.5,573,35.66,52,2.24
5145-S-UP-72517,1900-01-01 00:04:30,1900-01-01 00:04:45,89,3,"{'fareStageNumber': '3', 'isStageStop': true}",0.0,0,4,40,0.6666666666666666,5145,35.66,52,2.24
3942-O-DOWN-37012,1900-01-01 16:19:00,1900-01-01 16:19:15,bb412eb8946612c0c53b4eac13a752ce,25,8,16.0,0,2,13,0.2166666666666666,3942,35.66,52,2.24
5922-SE-UP-134896,1900-01-01 12:59:00,1900-01-01 12:59:15,678,5,"{'fareStageNumber': '5', 'isStageStop': true}",12.0,0,12,25,0.4166666666666667,5922,35.66,52,2.24
3962-O-DOWN-85621,1900-01-01 11:23:30,1900-01-01 11:23:45,DNyXiZzj,27,"{'fareStageNumber': '9', 'isStageStop': true}",11.0,0,6,27,0.45,3962,35.66,52,2.24
1996-S-DOWN-17500,1900-01-01 17:50:45,1900-01-01 17:51:00,529,8,"{'fareStageNumber': '8', 'isStageStop': true}",17.0,1,8,60,1.0,1996,35.66,52,2.24
3861-O-UP-80907,1900-01-01 20:29:00,1900-01-01 20:29:15,UmISPPJO,5,"{'fareStageNumber': '2', 'isStageStop': true}",20.0,1,17,49,0.8166666666666667,3861,35.66,52,2.24
401-S-UP-79416,1900-01-01 14:22:15,1900-01-01 14:22:30,rRGVruPM,22,7,14.0,0,13,37,0.6166666666666667,401,35.66,52,2.24
4330-O-UP-75086,1900-01-01 05:21:45,1900-01-01 05:22:00,158,4,"{'fareStageNumber': '4', 'isStageStop': true}",5.0,0,12,35,0.5833333333333334,4330,35.66,52,2.24
104-O-DOWN-74272,1900-01-01 16:10:30,1900-01-01 16:10:45,neNWquOh,19,5,16.0,0,19,54,0.9,104,35.66,52,2.24
1041-SE-UP-118284,1900-01-01 16:21:45,1900-01-01 16:22:00,vSdfqYeK,24,10,16.0,0,13,42,0.7,1041,35.66,52,2.24
4655-X-DOWN-29876,1900-01-01 15:33:30,1900-01-01 15:33:45,ZYYdVixc,7,"{'fareStageNumber': '4', 'isStageStop': true}",15.0,0,12,27,0.45,4655,35.66,52,2.24
2396-O-DOWN-43024,1900-01-01 21:07:00,1900-01-01 21:07:15,SqxhBMol,13,"{'fareStageNumber': '6', 'isStageStop': true}",21.0,0,2,47,0.7833333333333333,2396,35.66,52,2.24
3477-O-DOWN-52325,1900-01-01 18:11:15,1900-01-01 18:11:30,lCifaItn,6,"{'fareStageNumber': '5', 'isStageStop': true}",18.0,1,19,62,1.0333333333333334,3477,35.66,52,2.24
5803-S-UP-128000,1900-01-01 05:02:15,1900-01-01 05:02:30,3,2,"{'fareStageNumber': '2', 'isStageStop': true}",5.0,0,8,47,0.7833333333333333,5803,35.66,52,2.24
3056-O-DOWN-25718,1900-01-01 11:58:00,1900-01-01 11:58:15,pjTBCsVx,9,"{'fareStageNumber': '4', 'isStageStop': true}",11.0,0,0,63,1.05,3056,35.66,52,2.24
2976-O-UP-55143,1900-01-01 09:26:30,1900-01-01 09:26:45,dKbqWpcD,15,5,9.0,1,7,50,0.8333333333333334,2976,35.66,52,2.24
115-S-UP-97247,1900-01-01 18:57:15,1900-01-01 18:57:30,hpACGGyB,42,15,18.0,1,2,36,0.6,115,35.66,52,2.24
2441-O-DOWN-84081,1900-01-01 12:47:30,1900-01-01 12:47:45,SlfNpref,11,4,12.0,0,8,36,0.6,2441,35.66,52,2.24
5597-O-UP-114046,1900-01-01 11:52:15,1900-01-01 11:52:30,37,2,"{'fareStageNumber': '2', 'isStageStop': true}",11.0,0,11,13,0.2166666666666666,5597,35.66,52,2.24
3613-SE-DOWN-117960,1900-01-01 06:49:30,1900-01-01 06:49:45,MyzUerZz,7,3,6.0,0,12,65,1.0833333333333333,3613,35.66,52,2.24
5174-S-UP-131443,1900-01-01 07:06:00,1900-01-01 07:06:15,b649e17b604eaa2ad32c250b2c8b3829,17,11,7.0,1,6,48,0.8,5174,35.66,52,2.24
3613-O-DOWN-101700,1900-01-01 11:44:15,1900-01-01 11:44:30,twlwLPZj,2,1,11.0,0,14,56,0.9333333333333332,3613,35.66,52,2.24
5159-O-DOWN-75892,1900-01-01 11:37:15,1900-01-01 11:37:30,TeSdyMFH,22,13,11.0,0,18,52,0.8666666666666667,5159,35.66,52,2.24
5172-S-UP-98463,1900-01-01 01:08:15,1900-01-01 01:08:30,KgwKZlse,18,8,1.0,0,11,57,0.95,5172,35.66,52,2.24
4665-S-UP-35471,1900-01-01 16:31:45,1900-01-01 16:32:00,RfEbENxd,44,"{'fareStageNumber': '15', 'isStageStop': true}",16.0,0,19,51,0.85,4665,35.66,52,2.24
5529-S-UP-96980,1900-01-01 14:31:00,1900-01-01 14:31:15,210,17,"{'fareStageNumber': '17', 'isStageStop': true}",14.0,0,8,38,0.6333333333333333,5529,35.66,52,2.24
88-X-DOWN-45371,1900-01-01 15:54:15,1900-01-01 15:54:30,yLfxPIZM,2,1,15.0,0,1,51,0.85,88,35.66,52,2.24
2634-S-UP-32431,1900-01-01 14:08:45,1900-01-01 14:09:00,yYSDLmlm,16,6,14.0,0,1,30,0.5,2634,35.66,52,2.24
4106-O-UP-48240,1900-01-01 07:19:00,1900-01-01 07:19:15,lEwLedpG,13,6,7.0,1,5,18,0.3,4106,35.66,52,2.24
5120-S-DOWN-111270,1900-01-01 05:13:15,1900-01-01 05:13:30,951,18,"{'fareStageNumber': '18', 'isStageStop': true}",5.0,0,3,51,0.85,5120,35.66,52,2.24
2496-X-DOWN-31405,1900-01-01 08:35:00,1900-01-01 08:35:15,UgzfanVk,1,"{'fareStageNumber': '1', 'isStageStop': true}",8.0,1,5,10,0.1666666666666666,2496,35.66,52,2.24
104-O-DOWN-77962,1900-01-01 07:43:15,1900-01-01 07:43:30,KwaxxmSs,18,5,7.0,1,3,20,0.3333333333333333,104,35.66,52,2.24
2655-S-UP-44852,1900-01-01 06:51:30,1900-01-01 06:51:45,1fc6c9853d9875426d1280079b3f622f,15,5,6.0,0,6,31,0.5166666666666667,2655,35.66,52,2.24
3063-O-DOWN-38724,1900-01-01 20:26:45,1900-01-01 20:27:00,GFyDwjlp,4,3,20.0,1,16,16,0.2666666666666666,3063,35.66,52,2.24
1997-S-UP-17477,1900-01-01 18:42:00,1900-01-01 18:42:15,531,13,"{'fareStageNumber': '13', 'isStageStop': true}",18.0,1,19,39,0.65,1997,35.66,52,2.24
59-S-UP-91803,1900-01-01 18:46:30,1900-01-01 18:46:45,tcHYhVZo,35,15,18.0,1,13,23,0.3833333333333333,59,35.66,52,2.24
3488-O-DOWN-42269,1900-01-01 07:59:15,1900-01-01 07:59:30,EXHVDpee,14,4,7.0,1,10,57,0.95,3488,35.66,52,2.24
4315-O-DOWN-21599,1900-01-01 14:16:15,1900-01-01 14:16:30,GWhCmjED,6,2,14.0,0,7,35,0.5833333333333334,4315,35.66,52,2.24
3995-O-UP-85359,1900-01-01 19:36:45,1900-01-01 19:37:00,184,4,"{'fareStageNumber': '4', 'isStageStop': true}",19.0,1,10,50,0.8333333333333334,3995,35.66,52,2.24
1981-S-DOWN-111110,1900-01-01 11:41:30,1900-01-01 11:41:45,wFSILCzc,15,"{'fareStageNumber': '18', 'isStageStop': true}",11.0,0,0,10,0.1666666666666666,1981,35.66,52,2.24
3055-O-UP-25669,1900-01-01 09:32:45,1900-01-01 09:33:00,uPlQduWZ,20,7,9.0,1,2,28,0.4666666666666667,3055,35.66,52,2.24
2789-O-DOWN-45883,1900-01-01 10:49:30,1900-01-01 10:49:45,UaWwvNMO,23,7,10.0,1,11,41,0.6833333333333333,2789,35.66,52,2.24
609-O-UP-133135,1900-01-01 16:51:00,1900-01-01 16:51:15,vyojaKRU,17,9,16.0,0,18,57,0.95,609,35.66,52,2.24
45-S-UP-54121,1900-01-01 11:40:00,1900-01-01 11:40:15,fa11bdb91361aafff55ff4db66c424d2,1,"{'fareStageNumber': '1', 'isStageStop': true}",11.0,0,4,16,0.2666666666666666,45,35.66,52,2.24
1006-S-DOWN-6682,1900-01-01 18:42:15,1900-01-01 18:42:30,bAUDGUNb,2,1,18.0,1,15,79,1.3166666666666669,1006,35.66,52,2.24
4128-S-UP-15320,1900-01-01 15:55:00,1900-01-01 15:55:15,LPldZjRa,21,7,15.0,0,14,21,0.35,4128,35.66,52,2.24
3037-O-DOWN-22357,1900-01-01 08:08:00,1900-01-01 08:08:15,NJSgWoOc,9,5,8.0,1,16,38,0.6333333333333333,3037,35.66,52,2.24
2303-O-UP-109786,1900-01-01 19:04:15,1900-01-01 19:04:30,ohBbDhvM,14,4,19.0,1,18,15,0.25,2303,35.66,52,2.24
4071-S-DOWN-64261,1900-01-01 08:37:15,1900-01-01 08:37:30,FjwhCXAK,2,1,8.0,1,10,24,0.4,4071,35.66,52,2.24
4173-O-DOWN-49005,1900-01-01 21:03:45,1900-01-01 21:04:00,7b4c7d8f76a94c86196560c46d37d151,16,6,21.0,0,2,20,0.3333333333333333,4173,35.66,52,2.24
3789-O-UP-36875,1900-01-01 11:49:30,1900-01-01 11:49:30,259,11,"{'fareStageNumber': '11', 'isStageStop': true}",11.0,0,8,64,1.0666666666666669,3789,35.66,52,2.24
2217-S-UP-126460,1900-01-01 17:12:15,1900-01-01 17:12:30,PspudWCJ,22,"{'fareStageNumber': '12', 'isStageStop': true}",17.0,1,12,21,0.35,2217,35.66,52,2.24
3732-O-UP-100041,1900-01-01 06:27:00,1900-01-01 06:27:15,ddAfiRml,13,"{'fareStageNumber': '6', 'isStageStop': true}",6.0,0,16,32,0.5333333333333333,3732,35.66,52,2.24
4654-X-UP-29871,1900-01-01 12:28:00,1900-01-01 12:28:15,KIvXTDlT,9,4,12.0,0,15,32,0.5333333333333333,4654,35.66,52,2.24
1044-S-DOWN-124475,1900-01-01 15:53:15,1900-01-01 15:53:30,TvGyfQSI,18,9,15.0,0,11,41,0.6833333333333333,1044,35.66,52,2.24
1853-O-DOWN-11299,1900-01-01 17:28:45,1900-01-01 17:29:00,gRoGYEAJ,16,7,17.0,1,3,63,1.05,1853,35.66,52,2.24
2025-S-DOWN-23602,1900-01-01 16:55:00,1900-01-01 16:55:15,BGrlRyyC,21,10,16.0,0,13,52,0.8666666666666667,2025,35.66,52,2.24
2509-SE-UP-127695,1900-01-01 19:23:45,1900-01-01 19:24:00,bfcf9b7b9d25bf3659a12a14cc9e9362,16,5,19.0,1,11,38,0.6333333333333333,2509,35.66,52,2.24
1840-X-UP-62601,1900-01-01 05:49:45,1900-01-01 05:50:00,349,12,"{'fareStageNumber': '12', 'isStageStop': true}",5.0,0,11,46,0.7666666666666667,1840,35.66,52,2.24
619-S-UP-122088,1900-01-01 17:10:00,1900-01-01 17:10:15,dLtneiKf,1,"{'fareStageNumber': '1', 'isStageStop': true}",17.0,1,19,58,0.9666666666666668,619,35.66,52,2.24
2836-O-UP-20936,1900-01-01 20:42:30,1900-01-01 20:42:45,TqlJzItM,27,6,20.0,1,8,10,0.1666666666666666,2836,35.66,52,2.24
3561-S-DOWN-19909,1900-01-01 09:08:00,1900-01-01 09:08:15,1078,9,"{'fareStageNumber': '9', 'isStageStop': true}",9.0,1,6,59,0.9833333333333332,3561,35.66,52,2.24
2396-O-DOWN-79018,1900-01-01 08:58:00,1900-01-01 08:58:15,e24714fa73cd0bfc2ad515cc8ab44233,9,4,8.0,1,10,73,1.2166666666666666,2396,35.66,52,2.24
2434-O-DOWN-75307,1900-01-01 16:10:00,1900-01-01 16:10:15,181,9,"{'fareStageNumber': '9', 'isStageStop': true}",16.0,0,16,57,0.95,2434,35.66,52,2.24
7-S-UP-67347,1900-01-01 14:00:00,1900-01-01 14:00:15,fzmnvqlX,41,16,14.0,0,12,61,1.0166666666666666,7,35.66,52,2.24
2444-X-UP-27575,1900-01-01 14:48:45,1900-01-01 14:49:00,BZCtSmhk,36,10,14.0,0,5,11,0.1833333333333333,2444,35.66,52,2.24
2474-X-UP-35618,1900-01-01 17:05:45,1900-01-01 17:06:00,FyIjwLBj,8,3,17.0,1,12,75,1.25,2474,35.66,52,2.24
1041-S-UP-8560,1900-01-01 16:14:30,1900-01-01 16:14:45,vObRkGTA,3,1,16.0,0,15,64,1.0666666666666669,1041,35.66,52,2.24
4353-SE-UP-137554,1900-01-01 09:57:45,1900-01-01 09:57:45,fd33ffa78a20fbe7d4ee10febdad0c08,20,"{'fareStageNumber': '9', 'isStageStop': true}",9.0,1,2,41,0.6833333333333333,4353,35.66,52,2.24
3612-O-UP-101888,1900-01-01 13:51:45,1900-01-01 13:52:00,NFInfBeu,20,7,13.0,0,14,19,0.3166666666666666,3612,35.66,52,2.24
3136-S-DOWN-100359,1900-01-01 22:56:45,1900-01-01 22:57:00,khOlLZay,32,17,22.0,0,6,64,1.0666666666666669,3136,35.66,52,2.24
2510-SE-DOWN-127458,1900-01-01 03:36:45,1900-01-01 03:37:00,RyPegcUV,4,3,3.0,0,3,74,1.2333333333333334,2510,35.66,52,2.24
4718-O-UP-48828,1900-01-01 12:27:15,1900-01-01 12:27:30,290,2,"{'fareStageNumber': '2', 'isStageStop': true}",12.0,0,16,10,0.1666666666666666,4718,35.66,52,2.24
2289-O-DOWN-28207,1900-01-01 09:39:45,1900-01-01 09:40:00,KHrhIPzf,32,8,9.0,1,3,60,1.0,2289,35.66,52,2.24
5656-SE-DOWN-106194,1900-01-01 15:01:15,1900-01-01 15:01:30,75,6,"{'fareStageNumber': '6', 'isStageStop': true}",15.0,0,18,70,1.1666666666666667,5656,35.66,52,2.24
750-S-UP-35557,1900-01-01 20:47:15,1900-01-01 20:47:30,UZvsWvxC,22,7,20.0,1,7,18,0.3,750,35.66,52,2.24
2585-O-UP-20733,1900-01-01 14:23:15,1900-01-01 14:23:30,IkxLwyxa,18,"{'fareStageNumber': '6', 'isStageStop': true}",14.0,0,6,63,1.05,2585,35.66,52,2.24
2635-O-DOWN-32905,1900-01-01 18:56:15,1900-01-01 18:56:30,RkIYOvZu,26,10,18.0,1,1,69,1.15,2635,35.66,52,2.24
2656-S-DOWN-44865,1900-01-01 08:39:00,1900-01-01 08:39:15,owqgejgM,5,"{'fareStageNumber': '2', 'isStageStop': true}",8.0,1,0,35,0.5833333333333334,2656,35.66,52,2.24
3150-S-DOWN-39765,1900-01-01 11:32:00,1900-01-01 11:32:15,SEVBrkvc,33,"{'fareStageNumber': '17', 'isStageStop': true}",11.0,0,3,50,0.8333333333333334,3150,35.66,52,2.24
623-S-DOWN-24023,1900-01-01 14:16:30,1900-01-01 14:16:45,PXPVuGmP,31,"{'fareStageNumber': '12', 'isStageStop': true}",14.0,0,19,79,1.3166666666666669,623,35.66,52,2.24
4412-S-DOWN-89585,1900-01-01 13:34:30,1900-01-01 13:34:45,209,3,"{'fareStageNumber': '3', 'isStageStop': true}",13.0,0,13,46,0.7666666666666667,4412,35.66,52,2.24
188-S-DOWN-37365,1900-01-01 06:29:00,1900-01-01 06:29:15,owqgejgM,5,"{'fareStageNumber': '2', 'isStageStop': true}",6.0,0,15,13,0.2166666666666666,188,35.66,52,2.24
2223-O-UP-104240,1900-01-01 13:26:45,1900-01-01 13:27:00,KLTxOJqh,12,4,13.0,0,3,16,0.2666666666666666,2223,35.66,52,2.24
4587-X-DOWN-103707,1900-01-01 11:18:00,1900-01-01 11:18:15,TCMQvOqy,9,3,11.0,0,6,12,0.2,4587,35.66,52,2.24
1874-S-UP-12845,1900-01-01 10:17:30,1900-01-01 10:17:45,jFRqfnFl,31,"{'fareStageNumber': '12', 'isStageStop': true}",10.0,1,6,42,0.7,1874,35.66,52,2.24
3962-O-DOWN-74824,1900-01-01 19:38:15,1900-01-01 19:38:30,pbzudprk,2,1,19.0,1,6,48,0.8,3962,35.66,52,2.24
116-S-DOWN-97137,1900-01-01 12:59:15,1900-01-01 12:59:30,OyAyNkqZ,14,8,12.0,0,3,53,0.8833333333333333,116,35.66,52,2.24
3784-S-UP-37789,1900-01-01 19:05:00,1900-01-01 19:05:15,qflzswAf,1,"{'fareStageNumber': '1', 'isStageStop': true}",19.0,1,7,45,0.75,3784,35.66,52,2.24
4092-S-UP-97452,1900-01-01 18:52:15,1900-01-01 18:52:30,543,2,"{'fareStageNumber': '2', 'isStageStop': true}",18.0,1,5,35,0.5833333333333334,4092,35.66,52,2.24
3065-X-DOWN-69500,1900-01-01 20:22:00,1900-01-01 20:22:15,048b31d7,13,7,20.0,1,3,27,0.45,3065,35.66,52,2.24
5601-O-UP-104341,1900-01-01 14:00:45,1900-01-01 14:01:00,48,8,"{'fareStageNumber': '8', 'isStageStop': true}",14.0,0,3,58,0.9666666666666668,5601,35.66,52,2.24
3613-O-DOWN-119380,1900-01-01 14:33:45,1900-01-01 14:34:00,AKEMZMhk,4,2,14.0,0,2,43,0.7166666666666667,3613,35.66,52,2.24
3459-O-DOWN-129309,1900-01-01 20:33:15,1900-01-01 20:33:30,uQlhjcGr,18,6,20.0,1,2,54,0.9,3459,35.66,52,2.24
4105-SE-UP-127430,1900-01-01 10:55:45,1900-01-01 10:56:00,ALhaazBT,28,"{'fareStageNumber': '14', 'isStageStop': true}",10.0,1,19,34,0.5666666666666667,4105,35.66,52,2.24
